# Title: June - August 2024 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
GA-243,Randolph County,Georgia,81.7,125,2.3,79.4
GA-245,Richmond County,Georgia,81.1,116,1.9,79.2
GA-247,Rockdale County,Georgia,80.2,122,2.4,77.8
GA-249,Schley County,Georgia,81.1,123,2,79.1
GA-251,Screven County,Georgia,81.5,125,2.1,79.4
GA-253,Seminole County,Georgia,82.7,125,2,80.7
GA-255,Spalding County,Georgia,80.4,124,2.3,78.1
GA-257,Stephens County,Georgia,78.5,111,1.5,77
GA-259,Stewart County,Georgia,81.4,124,2.2,79.2
GA-261,Sumter County,Georgia,81.8,124,2.3,79.5
GA-263,Talbot County,Georgia,80,118,1.7,78.3
GA-265,Taliaferro County,Georgia,80.4,120,2,78.4
GA-267,Tattnall County,Georgia,82.2,122,1.8,80.4
GA-269,Taylor County,Georgia,80.4,116,1.6,78.8
GA-271,Telfair County,Georgia,82.1,123,2,80.2
GA-273,Terrell County,Georgia,82,126,2.3,79.7
GA-275,Thomas County,Georgia,81.9,127,2.3,79.6
GA-277,Tift County,Georgia,81.6,127,2,79.5
GA-279,Toombs County,Georgia,82.2,122,1.9,80.3
GA-281,Towns County,Georgia,73,120,1.9,71.1
GA-283,Treutlen County,Georgia,81.6,121,1.6,80
GA-285,Troup County,Georgia,79.9,124,2.1,77.7
GA-287,Turner County,Georgia,81.5,126,2.2,79.3
GA-289,Twiggs County,Georgia,80.8,105,1.2,79.6
GA-291,Union County,Georgia,72.8,109,1.3,71.5
GA-293,Upson County,Georgia,80.1,121,1.8,78.2
GA-295,Walker County,Georgia,77.2,95,0.8,76.4
GA-297,Walton County,Georgia,79.8,122,2.2,77.6
GA-299,Ware County,Georgia,82.9,127,3,79.9
GA-301,Warren County,Georgia,80.1,116,1.7,78.5
GA-303,Washington County,Georgia,81,116,1.6,79.3
GA-305,Wayne County,Georgia,82.1,124,2,80.1
GA-307,Webster County,Georgia,81.4,124,2.3,79.1
GA-309,Wheeler County,Georgia,82.1,122,1.8,80.3
GA-311,White County,Georgia,75.6,119,1.8,73.8
GA-313,Whitfield County,Georgia,78.6,113,1.6,77
GA-315,Wilcox County,Georgia,81.7,123,1.9,79.8
GA-317,Wilkes County,Georgia,80.8,124,2.4,78.4
GA-319,Wilkinson County,Georgia,81,107,1.3,79.8
GA-321,Worth County,Georgia,81.7,126,2.1,79.6
ID-001,Ada County,Idaho,73.9,120,3.3,70.7
ID-003,Adams County,Idaho,65,121,3.2,61.8
ID-005,Bannock County,Idaho,67.5,121,3,64.5
ID-007,Bear Lake County,Idaho,62.4,117,2.9,59.5
ID-009,Benewah County,Idaho,64.3,118,2.7,61.6
ID-011,Bingham County,Idaho,67.8,121,3.3,64.5
ID-013,Blaine County,Idaho,64.6,122,3.3,61.3
ID-015,Boise County,Idaho,64.9,124,3.2,61.7
ID-017,Bonner County,Idaho,62.9,119,2.6,60.2
ID-019,Bonneville County,Idaho,64.7,126,3.4,61.3
ID-021,Boundary County,Idaho,61.1,120,3.1,58
ID-023,Butte County,Idaho,65.3,122,3.2,62
ID-025,Camas County,Idaho,63.8,128,4.3,59.5
ID-027,Canyon County,Idaho,74.3,123,3.5,70.8
ID-029,Caribou County,Idaho,63.6,116,2.8,60.8
ID-031,Cassia County,Idaho,68.5,123,3.4,65.1
ID-033,Clark County,Idaho,63,119,2.9,60.1
ID-035,Clearwater County,Idaho,63,118,2.5,60.5
ID-037,Custer County,Idaho,59.2,122,3.4,55.8
ID-039,Elmore County,Idaho,69,122,3.4,65.6
ID-041,Franklin County,Idaho,67.3,126,3.7,63.5
ID-043,Fremont County,Idaho,62.1,120,2.8,59.3
ID-045,Gem County,Idaho,71.2,122,3,68.2
ID-047,Gooding County,Idaho,72.5,126,4.4,68.1
ID-049,Idaho County,Idaho,61.3,122,3,58.3
ID-051,Jefferson County,Idaho,67.9,124,3.6,64.3
ID-053,Jerome County,Idaho,71.8,125,4.2,67.6
ID-055,Kootenai County,Idaho,64.5,118,2.5,62.1
ID-057,Latah County,Idaho,64.8,118,2.6,62.1
ID-059,Lemhi County,Idaho,60.9,124,3.6,57.3
ID-061,Lewis County,Idaho,65.6,126,3.7,61.9
ID-063,Lincoln County,Idaho,70.3,123,4.2,66.1
ID-065,Madison County,Idaho,65.6,124,3.2,62.3
ID-067,Minidoka County,Idaho,69.5,122,3.3,66.2
ID-069,Nez Perce County,Idaho,69.1,126,3.7,65.4
ID-071,Oneida County,Idaho,69.2,121,3.5,65.7
ID-073,Owyhee County,Idaho,69.6,123,3.5,66.1
ID-075,Payette County,Idaho,74,123,3.3,70.7
ID-077,Power County,Idaho,68.1,119,2.6,65.5
ID-079,Shoshone County,Idaho,61.7,116,2.5,59.2
ID-081,Teton County,Idaho,61.6,118,2.8,58.8
ID-083,Twin Falls County,Idaho,69.7,122,3.4,66.3
ID-085,Valley County,Idaho,59.8,123,3.5,56.3
ID-087,Washington County,Idaho,70.7,122,3.4,67.3
IL-001,Adams County,Illinois,75,75,0.3,74.8
IL-003,Alexander County,Illinois,77.5,88,0.8,76.8
IL-005,Bond County,Illinois,75.6,83,0.5,75.1
IL-007,Boone County,Illinois,71.7,103,1.4,70.3
IL-009,Brown County,Illinois,74.5,80,0.2,74.3
IL-011,Bureau County,Illinois,72.3,80,0.5,71.8
IL-013,Calhoun County,Illinois,75.7,75,0.3,75.4
IL-015,Carroll County,Illinois,71.7,93,1.2,70.4
IL-017,Cass County,Illinois,74.3,64,-0.1,74.3
IL-019,Champaign County,Illinois,73.4,86,0.8,72.6
IL-021,Christian County,Illinois,74.2,69,0.2,74
IL-023,Clark County,Illinois,74.5,83,0.6,73.9
IL-025,Clay County,Illinois,75.3,80,0.4,74.9
IL-027,Clinton County,Illinois,76.1,79,0.4,75.7
IL-029,Coles County,Illinois,73.9,72,0.2,73.7
IL-031,Cook County,Illinois,73.1,109,2.1,71
IL-033,Crawford County,Illinois,75,82,0.3,74.6
IL-035,Cumberland County,Illinois,74.3,71,0.1,74.2
IL-037,DeKalb County,Illinois,71.7,95,1.1,70.6
IL-039,De Witt County,Illinois,73.4,83,0.6,72.8
IL-041,Douglas County,Illinois,73.7,80,0.5,73.3
IL-043,DuPage County,Illinois,73,107,2.1,70.9
IL-045,Edgar County,Illinois,73.4,73,0.1,73.3
IL-047,Edwards County,Illinois,76.1,84,0.6,75.5
IL-049,Effingham County,Illinois,74.6,73,0.2,74.4
IL-051,Fayette County,Illinois,75.1,80,0.3,74.7
IL-053,Ford County,Illinois,72.9,89,0.7,72.1
IL-055,Franklin County,Illinois,76.4,91,0.7,75.7
IL-057,Fulton County,Illinois,74.3,84,0.6,73.7
IL-059,Gallatin County,Illinois,76.7,73,0.3,76.5
IL-061,Greene County,Illinois,75.3,75,0.2,75.1
IL-063,Grundy County,Illinois,73.2,105,1.5,71.7
IL-065,Hamilton County,Illinois,76.4,89,0.7,75.7
IL-067,Hancock County,Illinois,74.1,61,-0.2,74.2
IL-069,Hardin County,Illinois,76.2,58,-0.1,76.3
IL-071,Henderson County,Illinois,73.5,63,0.1,73.4
IL-073,Henry County,Illinois,72.5,79,0.4,72.1
IL-075,Iroquois County,Illinois,72.5,77,0.4,72.1
IL-077,Jackson County,Illinois,76.5,88,0.9,75.7
IL-079,Jasper County,Illinois,74.8,73,0.2,74.6
IL-081,Jefferson County,Illinois,76,83,0.4,75.6
IL-083,Jersey County,Illinois,76.2,85,0.7,75.5
IL-085,Jo Daviess County,Illinois,71,83,0.9,70.1
IL-087,Johnson County,Illinois,76.2,71,0.3,75.9
IL-089,Kane County,Illinois,72.2,105,1.6,70.5
IL-091,Kankakee County,Illinois,72.5,84,0.7,71.8
IL-093,Kendall County,Illinois,72.8,99,1.4,71.3
IL-095,Knox County,Illinois,72.9,75,0.4,72.5
IL-097,Lake County,Illinois,72.1,109,2.1,70
IL-099,LaSalle County,Illinois,72.4,86,0.7,71.7
IL-101,Lawrence County,Illinois,75.3,71,0.1,75.2
IL-103,Lee County,Illinois,72,94,0.9,71.1
IL-105,Livingston County,Illinois,73.1,93,1.2,71.9
IL-107,Logan County,Illinois,73.7,70,0.1,73.6
IL-109,McDonough County,Illinois,73.5,63,-0,73.5
IL-111,McHenry County,Illinois,71.2,98,1.2,70
IL-113,McLean County,Illinois,73.1,93,1,72.1
IL-115,Macon County,Illinois,73.7,71,0.3,73.4
IL-117,Macoupin County,Illinois,75.1,78,0.5,74.6
IL-119,Madison County,Illinois,76.4,81,0.5,75.9
IL-121,Marion County,Illinois,75.7,85,0.6,75.1
IL-123,Marshall County,Illinois,73.1,88,0.9,72.3
IL-125,Mason County,Illinois,74.4,76,0.3,74.2
IL-127,Massac County,Illinois,77.2,76,0.4,76.8
IL-129,Menard County,Illinois,73.9,63,-0.3,74.1
IL-131,Mercer County,Illinois,73.1,73,0.3,72.7
IL-133,Monroe County,Illinois,76.7,79,0.5,76.2
IL-135,Montgomery County,Illinois,74.7,81,0.4,74.3
IL-137,Morgan County,Illinois,74.3,69,0,74.2
IL-139,Moultrie County,Illinois,73.7,68,0.1,73.6
IL-141,Ogle County,Illinois,71.7,93,1.1,70.7
IL-143,Peoria County,Illinois,74.2,95,1.4,72.8
IL-145,Perry County,Illinois,76.5,93,0.8,75.7
IL-147,Piatt County,Illinois,73.7,88,0.8,72.9
IL-149,Pike County,Illinois,74.8,69,0,74.8
IL-151,Pope County,Illinois,76.1,57,-0.1,76.2
IL-153,Pulaski County,Illinois,77.6,91,0.8,76.8
IL-155,Putnam County,Illinois,72.8,77,0.4,72.4
IL-157,Randolph County,Illinois,76.1,76,0.3,75.8
IL-159,Richland County,Illinois,75.2,69,0,75.1
IL-161,Rock Island County,Illinois,73.1,82,0.7,72.4
IL-163,St. Clair County,Illinois,76.6,76,0.4,76.2
IL-165,Saline County,Illinois,76.2,68,0.1,76
IL-167,Sangamon County,Illinois,74,60,-0.1,74.1
IL-169,Schuyler County,Illinois,74.3,75,0.1,74.2
IL-171,Scott County,Illinois,74.6,61,-0.1,74.7
IL-173,Shelby County,Illinois,74,62,-0.2,74.1
IL-175,Stark County,Illinois,72.7,82,0.6,72.1
IL-177,Stephenson County,Illinois,71,92,1.1,69.9
IL-179,Tazewell County,Illinois,74.2,95,1.1,73.1
IL-181,Union County,Illinois,76.5,85,0.7,75.8
IL-183,Vermilion County,Illinois,72.7,63,0,72.7
IL-185,Wabash County,Illinois,76,79,0.4,75.6
IL-187,Warren County,Illinois,73,72,0.3,72.7
IL-189,Washington County,Illinois,76.1,82,0.4,75.7
IL-191,Wayne County,Illinois,75.9,83,0.5,75.4
IL-193,White County,Illinois,77.1,95,1,76.1
IL-195,Whiteside County,Illinois,72.5,93,1.1,71.4
IL-197,Will County,Illinois,72.6,89,1,71.6
IL-199,Williamson County,Illinois,76.1,83,0.6,75.5
IL-201,Winnebago County,Illinois,72,103,1.4,70.6
IL-203,Woodford County,Illinois,73.3,95,1.2,72.1
IN-001,Adams County,Indiana,72.4,93,1.3,71.1
IN-003,Allen County,Indiana,72,95,0.9,71
IN-005,Bartholomew County,Indiana,74,74,0.3,73.7
IN-007,Benton County,Indiana,72.1,74,0.4,71.7
IN-009,Blackford County,Indiana,72.9,91,1.2,71.8
IN-011,Boone County,Indiana,71.7,70,0.2,71.5
IN-013,Brown County,Indiana,73.3,72,0.3,73
IN-015,Carroll County,Indiana,72.1,74,0.2,71.8
IN-017,Cass County,Indiana,71.7,64,0.2,71.5
IN-019,Clark County,Indiana,75.3,86,0.8,74.5
IN-021,Clay County,Indiana,74.5,97,1.2,73.3
IN-023,Clinton County,Indiana,71.6,61,0,71.6
IN-025,Crawford County,Indiana,73.9,49,-0.4,74.3
IN-027,Daviess County,Indiana,75.3,90,0.9,74.4
IN-029,Dearborn County,Indiana,74.6,101,1.5,73.1
IN-031,Decatur County,Indiana,73.1,71,0.2,72.9
IN-033,DeKalb County,Indiana,70.7,77,0.4,70.3
IN-035,Delaware County,Indiana,72.6,88,0.8,71.7
IN-037,Dubois County,Indiana,74.6,61,0,74.5
IN-039,Elkhart County,Indiana,71.3,98,1.4,69.9
IN-041,Fayette County,Indiana,72.2,73,0.3,71.9
IN-043,Floyd County,Indiana,75.6,93,1.1,74.5
IN-045,Fountain County,Indiana,72.1,54,-0.4,72.5
IN-047,Franklin County,Indiana,73.2,84,0.7,72.5
IN-049,Fulton County,Indiana,71.5,85,0.8,70.8
IN-051,Gibson County,Indiana,76.4,89,0.9,75.5
IN-053,Grant County,Indiana,72.8,90,1,71.8
IN-055,Greene County,Indiana,74.4,93,1,73.4
IN-057,Hamilton County,Indiana,72.4,76,0.4,72
IN-059,Hancock County,Indiana,73,86,0.6,72.4
IN-061,Harrison County,Indiana,75.3,90,0.8,74.5
IN-063,Hendricks County,Indiana,72.5,80,0.3,72.2
IN-065,Henry County,Indiana,71.9,79,0.5,71.4
IN-067,Howard County,Indiana,71.7,58,-0,71.7
IN-069,Huntington County,Indiana,72.3,88,0.7,71.5
IN-071,Jackson County,Indiana,74.5,86,0.8,73.7
IN-073,Jasper County,Indiana,71.6,68,0.2,71.4
IN-075,Jay County,Indiana,72.4,92,1.1,71.3
IN-077,Jefferson County,Indiana,74.7,90,0.9,73.8
IN-079,Jennings County,Indiana,74.1,76,0.5,73.7
IN-081,Johnson County,Indiana,73.4,82,0.5,72.9
IN-083,Knox County,Indiana,75.5,84,0.6,75
IN-085,Kosciusko County,Indiana,71.5,93,1,70.5
IN-087,LaGrange County,Indiana,70.8,94,0.9,69.9
IN-089,Lake County,Indiana,72,88,1,71
IN-091,LaPorte County,Indiana,71.5,90,1.1,70.4
IN-093,Lawrence County,Indiana,73.5,71,0.2,73.3
IN-095,Madison County,Indiana,72.7,86,0.7,72
IN-097,Marion County,Indiana,73.4,85,0.6,72.8
IN-099,Marshall County,Indiana,71.5,98,1.3,70.2
IN-101,Martin County,Indiana,74.6,92,0.8,73.7
IN-103,Miami County,Indiana,72.2,79,0.5,71.7
IN-105,Monroe County,Indiana,73.1,74,0.3,72.8
IN-107,Montgomery County,Indiana,71.8,62,-0.1,71.8
IN-109,Morgan County,Indiana,73.3,78,0.3,72.9
IN-111,Newton County,Indiana,71.9,67,0.2,71.6
IN-113,Noble County,Indiana,70.6,79,0.5,70.1
IN-115,Ohio County,Indiana,75.3,106,1.9,73.5
IN-117,Orange County,Indiana,73.7,69,0.1,73.6
IN-119,Owen County,Indiana,73.9,93,1,73
IN-121,Parke County,Indiana,72.9,63,-0.1,72.9
IN-123,Perry County,Indiana,74.2,39,-1,75.2
IN-125,Pike County,Indiana,75.6,85,0.7,74.9
IN-127,Porter County,Indiana,71.6,90,1.1,70.6
IN-129,Posey County,Indiana,77.1,87,0.6,76.5
IN-131,Pulaski County,Indiana,71.4,75,0.5,70.9
IN-133,Putnam County,Indiana,72.5,69,0.1,72.4
IN-135,Randolph County,Indiana,71.7,84,0.7,70.9
IN-137,Ripley County,Indiana,73.4,84,0.7,72.7
IN-139,Rush County,Indiana,72.6,76,0.4,72.2
IN-141,St. Joseph County,Indiana,71.5,98,1.5,70
IN-143,Scott County,Indiana,75,90,1,74
IN-145,Shelby County,Indiana,73.6,83,0.5,73.1
IN-147,Spencer County,Indiana,75.3,48,-0.3,75.7
IN-149,Starke County,Indiana,71.6,90,0.9,70.6
IN-151,Steuben County,Indiana,70.3,89,0.8,69.5
IN-153,Sullivan County,Indiana,75.3,96,1.2,74
IN-155,Switzerland County,Indiana,75.5,107,1.9,73.6
IN-157,Tippecanoe County,Indiana,72.3,71,0.3,72
IN-159,Tipton County,Indiana,71.8,64,0.2,71.7
IN-161,Union County,Indiana,72.2,75,0.3,71.9
IN-163,Vanderburgh County,Indiana,76.9,87,0.7,76.2
IN-165,Vermillion County,Indiana,73,58,-0.3,73.2
IN-167,Vigo County,Indiana,74.8,94,1.1,73.7
IN-169,Wabash County,Indiana,72.5,88,0.8,71.7
IN-171,Warren County,Indiana,72.2,60,0,72.2
IN-173,Warrick County,Indiana,76.2,84,0.6,75.6
IN-175,Washington County,Indiana,74.1,85,0.7,73.4
IN-177,Wayne County,Indiana,71.3,62,0,71.3
IN-179,Wells County,Indiana,72.4,92,1,71.4
IN-181,White County,Indiana,71.9,75,0.3,71.6
IN-183,Whitley County,Indiana,71.3,77,0.5,70.8
IA-001,Adair County,Iowa,72.1,68,0.1,72
IA-003,Adams County,Iowa,72.8,75,0.3,72.5
IA-005,Allamakee County,Iowa,69.7,60,0.2,69.6
IA-007,Appanoose County,Iowa,73.3,63,-0.1,73.4
IA-009,Audubon County,Iowa,71.1,53,-0.3,71.4
IA-011,Benton County,Iowa,71.6,80,0.5,71.1
IA-013,Black Hawk County,Iowa,71.7,94,1.1,70.6
IA-015,Boone County,Iowa,72.1,71,0.4,71.7
IA-017,Bremer County,Iowa,70.6,77,0.7,69.9
IA-019,Buchanan County,Iowa,70.8,79,0.7,70.1
IA-021,Buena Vista County,Iowa,71.4,80,0.7,70.6
IA-023,Butler County,Iowa,71,76,0.7,70.4
IA-025,Calhoun County,Iowa,71.3,58,0,71.3
IA-027,Carroll County,Iowa,71.6,73,0.4,71.2
IA-029,Cass County,Iowa,72.3,62,-0,72.3
IA-031,Cedar County,Iowa,71.8,55,-0.1,71.8
IA-033,Cerro Gordo County,Iowa,70,65,0.2,69.7
IA-035,Cherokee County,Iowa,71.2,75,0.5,70.7
IA-037,Chickasaw County,Iowa,69.4,68,0.2,69.2
IA-039,Clarke County,Iowa,73.9,93,1.1,72.9
IA-041,Clay County,Iowa,71.3,94,1.2,70.1
IA-043,Clayton County,Iowa,70.1,60,0.1,70
IA-045,Clinton County,Iowa,72.5,88,0.9,71.6
IA-047,Crawford County,Iowa,71.9,79,0.7,71.2
IA-049,Dallas County,Iowa,72.9,73,0.2,72.6
IA-051,Davis County,Iowa,73.3,60,-0.2,73.5
IA-053,Decatur County,Iowa,74.1,92,1,73.1
IA-055,Delaware County,Iowa,70.6,86,0.8,69.8
IA-057,Des Moines County,Iowa,73.3,59,-0.1,73.4
IA-059,Dickinson County,Iowa,70.4,80,0.8,69.6
IA-061,Dubuque County,Iowa,70.8,76,0.6,70.2
IA-063,Emmet County,Iowa,71,98,1.3,69.7
IA-065,Fayette County,Iowa,69.4,58,0.1,69.4
IA-067,Floyd County,Iowa,70,62,0.1,69.9
IA-069,Franklin County,Iowa,70.6,81,0.6,69.9
IA-071,Fremont County,Iowa,74.1,58,-0.2,74.3
IA-073,Greene County,Iowa,71.6,57,-0,71.7
IA-075,Grundy County,Iowa,71.3,79,0.6,70.7
IA-077,Guthrie County,Iowa,71.8,54,-0.1,71.9
IA-079,Hamilton County,Iowa,70.8,58,-0.1,70.9
IA-081,Hancock County,Iowa,70.2,68,0.3,69.9
IA-083,Hardin County,Iowa,71.2,85,0.7,70.5
IA-085,Harrison County,Iowa,72.9,70,0.3,72.6
IA-087,Henry County,Iowa,72.9,53,-0.4,73.3
IA-089,Howard County,Iowa,68.6,69,0.4,68.2
IA-091,Humboldt County,Iowa,70.8,56,-0.1,70.9
IA-093,Ida County,Iowa,71.6,77,0.6,71.1
IA-095,Iowa County,Iowa,72.6,83,0.8,71.7
IA-097,Jackson County,Iowa,71.8,84,0.8,70.9
IA-099,Jasper County,Iowa,73,84,0.7,72.3
IA-101,Jefferson County,Iowa,72.6,47,-0.5,73.1
IA-103,Johnson County,Iowa,72.5,78,0.5,72
IA-105,Jones County,Iowa,71.5,81,0.7,70.8
IA-107,Keokuk County,Iowa,72.6,73,0.3,72.4
IA-109,Kossuth County,Iowa,71.4,99,1.3,70.1
IA-111,Lee County,Iowa,73.6,49,-0.5,74.2
IA-113,Linn County,Iowa,71.8,81,0.8,71
IA-115,Louisa County,Iowa,73.4,79,0.6,72.9
IA-117,Lucas County,Iowa,73.4,77,0.3,73
IA-119,Lyon County,Iowa,70.3,53,-0,70.3
IA-121,Madison County,Iowa,73.4,80,0.5,72.9
IA-123,Mahaska County,Iowa,73,74,0.3,72.7
IA-125,Marion County,Iowa,73.6,78,0.3,73.3
IA-127,Marshall County,Iowa,71.8,79,0.5,71.3
IA-129,Mills County,Iowa,73.7,58,-0.1,73.8
IA-131,Mitchell County,Iowa,69,56,-0.1,69.1
IA-133,Monona County,Iowa,72.5,72,0.4,72.1
IA-135,Monroe County,Iowa,73.2,62,-0.2,73.4
IA-137,Montgomery County,Iowa,73.2,67,0,73.2
IA-139,Muscatine County,Iowa,72.6,61,0.1,72.5
IA-141,O&#039;Brien County,Iowa,70.9,75,0.5,70.4
IA-143,Osceola County,Iowa,70.2,75,0.5,69.7
IA-145,Page County,Iowa,73.8,73,0.2,73.6
IA-147,Palo Alto County,Iowa,71.6,101,1.3,70.2
IA-149,Plymouth County,Iowa,71.5,70,0.3,71.2
IA-151,Pocahontas County,Iowa,71.3,73,0.3,70.9
IA-153,Polk County,Iowa,73.2,69,0.3,73
IA-155,Pottawattamie County,Iowa,73,57,0,73
IA-157,Poweshiek County,Iowa,72.4,86,0.9,71.5
IA-159,Ringgold County,Iowa,73.7,93,1,72.7
IA-161,Sac County,Iowa,71.6,79,0.6,71
IA-163,Scott County,Iowa,72.9,84,0.9,72
IA-165,Shelby County,Iowa,71.8,57,0,71.8
IA-167,Sioux County,Iowa,70.8,54,-0.1,70.9
IA-169,Story County,Iowa,72.4,84,0.7,71.6
IA-171,Tama County,Iowa,71.5,79,0.5,71
IA-173,Taylor County,Iowa,73.4,82,0.7,72.7
IA-175,Union County,Iowa,73,84,0.6,72.4
IA-177,Van Buren County,Iowa,73,46,-0.8,73.8
IA-179,Wapello County,Iowa,72.9,54,-0.4,73.3
IA-181,Warren County,Iowa,73.8,72,0.3,73.6
IA-183,Washington County,Iowa,72.7,74,0.4,72.3
IA-185,Wayne County,Iowa,73.3,76,0.3,73
IA-187,Webster County,Iowa,70.6,43,-0.5,71.2
IA-189,Winnebago County,Iowa,69.6,60,0.1,69.6
IA-191,Winneshiek County,Iowa,70.1,98,1.4,68.6
IA-193,Woodbury County,Iowa,72,71,0.3,71.7
IA-195,Worth County,Iowa,69.2,54,-0.2,69.4
IA-197,Wright County,Iowa,70.1,51,-0.2,70.3
KS-001,Allen County,Kansas,77.5,73,0.2,77.3
KS-003,Anderson County,Kansas,77.1,75,0.4,76.8
KS-005,Atchison County,Kansas,76.1,85,0.7,75.4
KS-007,Barber County,Kansas,79.5,88,0.7,78.8
KS-009,Barton County,Kansas,77.5,76,0.3,77.2
KS-011,Bourbon County,Kansas,77.5,70,0.2,77.3
KS-013,Brown County,Kansas,75.6,82,0.7,74.9
KS-015,Butler County,Kansas,78.9,100,1.4,77.5
KS-017,Chase County,Kansas,77.1,80,0.4,76.7
KS-019,Chautauqua County,Kansas,80.1,108,1.6,78.5
KS-021,Cherokee County,Kansas,79.1,97,1.1,78
KS-023,Cheyenne County,Kansas,75.7,117,2.7,73
KS-025,Clark County,Kansas,79.3,91,0.7,78.5
KS-027,Clay County,Kansas,77.3,78,0.6,76.7
KS-029,Cloud County,Kansas,77.7,93,1.2,76.5
KS-031,Coffey County,Kansas,78.2,103,1.6,76.7
KS-033,Comanche County,Kansas,78.5,62,-0.1,78.6
KS-035,Cowley County,Kansas,79.5,102,1.2,78.3
KS-037,Crawford County,Kansas,78.3,88,0.8,77.5
KS-039,Decatur County,Kansas,75.5,93,1.2,74.3
KS-041,Dickinson County,Kansas,78.1,87,0.9,77.1
KS-043,Doniphan County,Kansas,76,79,0.5,75.5
KS-045,Douglas County,Kansas,77.3,91,0.9,76.4
KS-047,Edwards County,Kansas,77.6,78,0.4,77.2
KS-049,Elk County,Kansas,79.1,103,1.4,77.6
KS-051,Ellis County,Kansas,77.8,100,1.4,76.4
KS-053,Ellsworth County,Kansas,78.9,102,1.4,77.5
KS-055,Finney County,Kansas,77.8,106,2,75.8
KS-057,Ford County,Kansas,77.9,92,1,76.9
KS-059,Franklin County,Kansas,77.2,85,0.6,76.5
KS-061,Geary County,Kansas,77.1,77,0.5,76.6
KS-063,Gove County,Kansas,76.9,101,1.6,75.3
KS-065,Graham County,Kansas,77.1,99,1.5,75.6
KS-067,Grant County,Kansas,78.3,107,1.8,76.5
KS-069,Gray County,Kansas,78,104,1.7,76.4
KS-071,Greeley County,Kansas,75,88,1,74
KS-073,Greenwood County,Kansas,78.4,103,1.4,77
KS-075,Hamilton County,Kansas,76.4,88,0.8,75.6
KS-077,Harper County,Kansas,80.7,104,1.4,79.3
KS-079,Harvey County,Kansas,79,93,1.2,77.8
KS-081,Haskell County,Kansas,78.1,108,1.6,76.4
KS-083,Hodgeman County,Kansas,78.2,98,1.4,76.9
KS-085,Jackson County,Kansas,76.3,88,0.8,75.5
KS-087,Jefferson County,Kansas,76.8,94,1,75.8
KS-089,Jewell County,Kansas,76.6,89,1,75.6
KS-091,Johnson County,Kansas,77.1,91,1,76.1
KS-093,Kearny County,Kansas,77.2,102,1.5,75.7
KS-095,Kingman County,Kansas,79.4,97,0.9,78.5
KS-097,Kiowa County,Kansas,77.7,73,0.2,77.5
KS-099,Labette County,Kansas,78.9,89,0.6,78.3
KS-101,Lane County,Kansas,77.4,106,2,75.5
KS-103,Leavenworth County,Kansas,77,93,1,76
KS-105,Lincoln County,Kansas,79.1,107,2,77.1
KS-107,Linn County,Kansas,76.9,63,-0.1,76.9
KS-109,Logan County,Kansas,76.7,106,2,74.7
KS-111,Lyon County,Kansas,77.6,97,1.2,76.4
KS-113,McPherson County,Kansas,78.7,91,1.3,77.5
KS-115,Marion County,Kansas,77.8,83,0.8,77
KS-117,Marshall County,Kansas,75.6,69,0.1,75.6
KS-119,Meade County,Kansas,79.1,103,1.4,77.8
KS-121,Miami County,Kansas,76.9,78,0.5,76.4
KS-123,Mitchell County,Kansas,77.7,94,1.1,76.6
KS-125,Montgomery County,Kansas,79.7,96,0.8,78.8
KS-127,Morris County,Kansas,76.5,73,0.4,76.1
KS-129,Morton County,Kansas,78.1,108,1.6,76.6
KS-131,Nemaha County,Kansas,75.4,80,0.5,74.9
KS-133,Neosho County,Kansas,78.4,88,0.6,77.8
KS-135,Ness County,Kansas,77.7,94,1.2,76.5
KS-137,Norton County,Kansas,75.6,84,0.8,74.7
KS-139,Osage County,Kansas,77.4,94,1.2,76.2
KS-141,Osborne County,Kansas,77.9,98,1.4,76.5
KS-143,Ottawa County,Kansas,78.7,99,1.6,77
KS-145,Pawnee County,Kansas,77.2,69,0.2,77.1
KS-147,Phillips County,Kansas,76.4,84,0.9,75.5
KS-149,Pottawatomie County,Kansas,76.4,73,0.3,76.1
KS-151,Pratt County,Kansas,78.1,78,0.4,77.7
KS-153,Rawlins County,Kansas,75.4,101,1.6,73.7
KS-155,Reno County,Kansas,79.2,96,1.1,78.1
KS-157,Republic County,Kansas,76.5,81,1,75.5
KS-159,Rice County,Kansas,78.3,82,0.7,77.7
KS-161,Riley County,Kansas,76.8,73,0.3,76.5
KS-163,Rooks County,Kansas,77.5,93,1.3,76.2
KS-165,Rush County,Kansas,77.4,85,0.6,76.7
KS-167,Russell County,Kansas,78.9,107,1.9,77.1
KS-169,Saline County,Kansas,79.2,96,1.6,77.6
KS-171,Scott County,Kansas,77.1,107,2,75
KS-173,Sedgwick County,Kansas,79.8,98,1.3,78.5
KS-175,Seward County,Kansas,79,107,1.7,77.3
KS-177,Shawnee County,Kansas,77.3,90,1.1,76.3
KS-179,Sheridan County,Kansas,76,97,1.3,74.7
KS-181,Sherman County,Kansas,75.8,121,3.1,72.7
KS-183,Smith County,Kansas,76.5,85,0.9,75.6
KS-185,Stafford County,Kansas,77.6,74,0.2,77.4
KS-187,Stanton County,Kansas,77.9,107,1.6,76.3
